,Organisation,Title,Link,Date
151,FASB,"Emerging Issues Task Force Meeting Recap—June 15, 2023",/page/PageContent?pageId=/eitf/recap/eitf-meeting-recap-june-15-2023.html&isstaticpage=true&bcpath=tfff,"
June 9, 2023
"
152,FASB,"Small Business Advisory Committee Meeting Recap—May 18, 2023",/Page/PageContent?PageId=/about-us/advisory-groups/sbac/sbacmeetingrecap/sbac-meeting-recap-may-18-2023.html,"
June 8, 2023
"
153,ISO,/contents/event/2021/iso-week-2021.html,https://www.iso.org/home/news/events/iso-annual-meeting-1/iso-annual-meeting-2022.html,27 June 2023
154,ISO,/contents/event/2021/iso-week-2021.html,/contents/event/2021/iso-week-2021.html,22 June 2023
155,FINRA,FINRA Seeks Comment on Concept Proposal for a Liquidity Risk Management Rule,https://www.finra.org/rules-guidance/notices/23-11,"Monday, June 12, 2023"
156,SEC,"Statement Regarding Amicus Brief Filing in Murray v. UBS Securities, LLC",https://www.sec.gov/news/statement/peirce-uyeda-murray-v-ubs-20230706,"June 29, 2023"
157,SEC,Statement on the Expiration of the SEC Staff No-Action Letter re: MiFID II,https://www.sec.gov/news/statement/uyeda-statement-staff-no-action-letter-07-05-2023,"June 22, 2023"
158,SEC,"Statement on Insider Trading Enforcement Actions Announced on June 29, 2023",https://www.sec.gov/news/statement/20230629,"June 22, 2023"
159,SEC,Prepared Remarks before the Investor Advisory Committee,https://www.sec.gov/news/speech/gensler-prepared-remarks-iac-06222023,"June 22, 2023"
160,SEC,Remarks at Financial Times Cyber Resilience Summit,https://www.sec.gov/news/speech/grewal-financial-times-cyber-resilience-summit-06222023,"June 21, 2023"
161,SEC,Statement Concerning Certain IAC Recommendations,https://www.sec.gov/news/statement/peirce-iac-recommendations-20230622,"June 21, 2023"
162,SEC,Perpetual Personal Penny Stock Prohibitions:  Statement on the Recent Orders  Imposing Bars in the Public Interest,https://www.sec.gov/news/statement/peirce-penny-stock-prohibitions-20230621,"June 16, 2023"
163,SEC,Remarks at the Society for Corporate Governance 2023 National Conference,https://www.sec.gov/news/speech/uyeda-remarks-society-corporate-governance-conference-062123,"June 14, 2023"
164,SEC,Statement on Jury’s Verdict in Trial of Robert Hillis Miller,https://www.sec.gov/news/statement/20230616,"June 14, 2023"
165,SEC,Prepared Remarks before the Small Business Capital Formation Advisory Committee,https://www.sec.gov/news/speech/gensler-remarks-sbcfac-061423,"June 14, 2023"
166,SEC,Remarks to the Small Business Capital Formation Advisory Committee,https://www.sec.gov/news/speech/uyeda-remarks-sbcfac-061423,"June 13, 2023"
167,SEC,Remarks at the Small Business Advisory Committee Meeting,https://www.sec.gov/news/speech/lizarraga-remarks-sbcfac-061423,"June 9, 2023"
168,SEC,Statement on the Spring 2023 Regulatory Agenda,https://www.sec.gov/news/statement/gensler-statement-unified-agenda-061323,"June 8, 2023"
169,SEC,"Statement Regarding In the Matter of DF Growth REIT II, LLC",https://www.sec.gov/news/statement/uyeda-statement-df-growth-reit-060923,"June 7, 2023"
170,SEC,“We’ve Seen This Story Before” Remarks before the Piper Sandler Global Exchange & Fintech Conference,https://www.sec.gov/news/speech/gensler-remarks-piper-sandler-060823,"June 7, 2023"
171,SEC,Statement Regarding In the Matter of American CryptoFed DAO LLC,https://www.sec.gov/news/statement/peirce-uyeda-american-cryptofed-20230607,"June 7, 2023"
172,SEC,Statement on Removing References of Credit Ratings from Regulation M,https://www.sec.gov/news/statement/gensler-statement-credit-ratings-060723,"June 7, 2023"
173,SEC,Statement on Final Rule to Implement Section 939A(b) of the Dodd-Frank Act,https://www.sec.gov/news/statement/peirce-statement-credit-ratings-060723,"June 7, 2023"
174,SEC,Statement on the Removal of References to Credit Ratings from Regulation M,https://www.sec.gov/news/statement/crenshaw-statement-credit-ratings-060723,"June 7, 2023"
175,SEC,Statement on the Adoption of Rule 939A Amendments to Regulation M,https://www.sec.gov/news/statement/uyeda-statement-credit-ratings-060723,"June 7, 2023"
176,SEC,Ending SEC Reliance on Credit Ratings,https://www.sec.gov/news/statement/lizarraga-statement-credit-ratings-060723,"June 7, 2023"
177,SEC,Statement on Rule 9j-1 and Rule 15fh-4(c),https://www.sec.gov/news/statement/gensler-statement-security-based-swaps-060723,"June 7, 2023"
178,SEC,Flexibility at the Expense of Clarity: Statement on Adoption of Exchange Act Rules 9j-1 and 15fh-4(c),https://www.sec.gov/news/statement/peirce-statement-security-based-swaps-060723,"June 7, 2023"
179,SEC,Statement on the Adoption of Rules 9J-1 and 15fh-4(c),https://www.sec.gov/news/statement/crenshaw-statement-security-based-swaps-060723,"June 7, 2023"
180,SEC,"Statement on Rules Regarding Prohibitions Against Fraud, Manipulation, or Deception in Connection with Security-Based Swaps and Against Undue Influence over Chief Compliance Officers",https://www.sec.gov/news/statement/uyeda-statement-rules-regarding-prohibitions-security-based-swaps-undue-influence,"June 2, 2023"
181,ENISA,ENISA’s Management Board elects its new Chair and Deputy,https://www.enisa.europa.eu/news/enisa2023-management-board-elects-its-new-chair-and-deputy,"June 15, 2023"
182,ENISA,Trust Services & Digital Wallets: Moving to the Cloud and Remote Identity Proofing,https://www.enisa.europa.eu/news/trust-services-digital-wallets-moving-to-the-cloud-and-remote-identity-proofing,"June 12, 2023"
183,ENISA,International Cybersecurity Challenge: Let's Cheer for Team Europe!,https://www.enisa.europa.eu/news/international-cybersecurity-challenge-lets-cheer-for-team-europe,"June 09, 2023"
184,ENISA,Is Secure and Trusted AI Possible? The EU Leads the Way,https://www.enisa.europa.eu/news/is-secure-and-trusted-ai-possible-the-eu-leads-the-way,"June 07, 2023"
185,ENISA,Securing Personal Data in the Wake of AI,https://www.enisa.europa.eu/news/securing-personal-data-in-the-wake-of-ai,"June 01, 2023"
186,EBA,EBA issues revised list of ITS validation rules,https://www.eba.europa.eu/eba-issues-revised-list-its-validation-rules-10,12 June 2023
187,EBA,EBA updates list of other systemically important institutions,https://www.eba.europa.eu/eba-updates-list-other-systemically-important-institutions-1,12 June 2023
188,EBA,​EBA Annual Report highlights key achievements in 2022,https://www.eba.europa.eu/%E2%80%8Beba-annual-report-highlights-key-achievements-2022%C2%A0,12 June 2023
189,EBA,ESA’s Board of Appeal dismissed request for suspension in the appeal by Euroins Insurance Group AD against EIOPA,https://www.eba.europa.eu/esa%E2%80%99s-board-appeal-dismissed-request-suspension-appeal-euroins-insurance-group-ad-against-eiopa,09 June 2023
190,EBA,"EBA issues Opinion on measures to address macroprudential risk following notification by the Estonian Central Bank, Eesti Pank",https://www.eba.europa.eu/eba-issues-opinion-measures-address-macroprudential-risk-following-notification-estonian-central-0,09 June 2023
191,EBA,EBA updates list of correlated currencies,https://www.eba.europa.eu/eba-updates-list-correlated-currencies-0,09 June 2023
192,EBA,EBA publishes final draft technical standards specifying the data collection for the benchmarking exercise in 2024,https://www.eba.europa.eu/eba-publishes-final-draft-technical-standards-specifying-data-collection-benchmarking-exercise-2024,05 June 2023
193,EBA,EBA releases the technical package for phase 1 of its 3.3 reporting framework,https://www.eba.europa.eu/eba-releases-technical-package-phase-1-its-33-reporting-framework,02 June 2023
194,EBA,ESAs present common understanding of greenwashing and warn on related risks,https://www.eba.europa.eu/esas-present-common-understanding-greenwashing-and-warn-related-risks,01 June 2023
195,PRA,PS7/23 – Depositor Protection,https://www.bankofengland.co.uk/prudential-regulation/publication/2023/june/depositor-protection,"
                            30 June 2023
                        "
196,PRA,CP11/23 – PRA statement on the review of rules,https://www.bankofengland.co.uk/prudential-regulation/publication/2023/june/review-of-rules,"
                            30 June 2023
                        "
197,PRA,Deposit Guarantee Scheme,https://www.bankofengland.co.uk/prudential-regulation/publication/2015/deposit-guarantee-scheme,"
                            30 June 2023
                        "
198,PRA,PS8/23 – Regulated fees and levies: Rates proposals 2023/24,https://www.bankofengland.co.uk/prudential-regulation/publication/2023/june/regulated-fees-and-levies-rates-proposals-2023-24,"
                            29 June 2023
                        "
199,PRA,CP12/23 - Review of Solvency II: Adapting to the UK insurance market,https://www.bankofengland.co.uk/prudential-regulation/publication/2023/june/review-of-solvency-ii-adapting-to-the-uk-insurance-market,"
                            29 June 2023
                        "
200,PRA,CP10/23 – Solvent exit planning for non-systemic banks and building societies,https://www.bankofengland.co.uk/prudential-regulation/publication/2023/june/solvent-exit-planning-for-non-systemic-banks-and-building-societies,"
                            28 June 2023
                        "
201,PRA,Follow up to the letter: Insights from PRA thematic review of general insurance reserving and capital...,https://www.bankofengland.co.uk/prudential-regulation/letter/2023/june/insights-from-thematic-review,"
                            23 June 2023
                        "
202,PRA,Results of the firm feedback survey 2022,https://www.bankofengland.co.uk/prudential-regulation/publication/2023/june/results-of-the-firm-feedback-survey-2022,"
                            23 June 2023
                        "
203,PRA,Letter from Charlotte Gerken ‘Feedback on the PRA’s preliminary thematic review work on funded reinsurance...,https://www.bankofengland.co.uk/prudential-regulation/letter/2023/june/thematic-review-work-on-funded-reinsurance-arrangements,"
                            15 June 2023
                        "
204,PRA,PRA Regulatory Digest - May 2023,https://www.bankofengland.co.uk/prudential-regulation/regulatory-digest/2023/may,"
                            01 June 2023
                        "
